,Protein_Group,Protein_Ids,Protein_Names,Genes,First_Protein_Description,1139,3058,Peptides
1732,Q9Z1S5,Q9Z1S5,SEPT3_MOUSE,Septin3,Neuronal-specific septin-3,190618.0,337566.0,
1733,Q9WV92,Q9WV92,E41L3_MOUSE,Epb41l3,Band 4.1-like protein 3,176953.0,313358.0,
1734,Q9JMK2,Q9JMK2,KC1E_MOUSE,Csnk1e,Casein kinase I isoform epsilon,18796.4,33244.0,
1735,Q9JIS5,Q9JIS5,SV2A_MOUSE,Sv2a,Synaptic vesicle glycoprotein 2A,675818.0,1193010.0,
1736,Q60931,Q60931,VDAC3_MOUSE,Vdac3,Voltage-dependent anion-selective channel protein 3,41308.4,72870.4,
1737,Q8BKZ9,Q8BKZ9,ODPX_MOUSE,Pdhx,"Pyruvate dehydrogenase protein X component, mitochondrial",59988.5,105617.0,
1738,Q8C7M3,Q8C7M3,TRIM9_MOUSE,Trim9,E3 ubiquitin-protein ligase TRIM9,53536.9,94215.4,
1739,Q03265,Q03265,ATPA_MOUSE,Atp5f1a,"ATP synthase subunit alpha, mitochondrial",2999070.0,5274610.0,
1740,Q91VD9,Q91VD9,NDUS1_MOUSE,Ndufs1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",25160.1,44226.0,
1741,P48962,P48962,ADT1_MOUSE,Slc25a4,ADP/ATP translocase 1,4280030.0,7507320.0,
1742,Q9D0L4,Q9D0L4,ADCK1_MOUSE,Adck1,AarF domain-containing protein kinase 1,40260.8,70610.2,
1743,Q80YV4,Q80YV4,PANK4_MOUSE,Pank4,4'-phosphopantetheine phosphatase,34102.7,59806.6,
1744,Q8BGT8,Q8BGT8,PHIPL_MOUSE,Phyhipl,Phytanoyl-CoA hydroxylase-interacting protein-like,35763.2,62717.5,
1745,Q80ZF8,Q80ZF8,AGRB3_MOUSE,Adgrb3,Adhesion G protein-coupled receptor B3,15914.7,27867.9,
1746,Q9Z2I9,Q9Z2I9,SUCB1_MOUSE,Sucla2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",337256.0,589417.0,
1747,P62046,P62046,LRCH1_MOUSE,Lrch1,Leucine-rich repeat and calponin homology domain-containing protein 1,62888.1,109814.0,
1748,Q5XJY5,Q5XJY5,COPD_MOUSE,Arcn1,Coatomer subunit delta,20936.3,36453.3,
1749,Q14BB9,Q14BB9,MA6D1_MOUSE,Map6d1,MAP6 domain-containing protein 1,88086.7,153366.0,
1750,Q9CQV8,Q9CQV8,1433B_MOUSE,Ywhab,14-3-3 protein beta/alpha,44308.7,77083.7,
1751,Q6PGN3,Q6PGN3,DCLK2_MOUSE,Dclk2,Serine/threonine-protein kinase DCLK2,57271.1,99552.3,
1752,O88935,O88935,SYN1_MOUSE,Syn1,Synapsin-1,115956.0,201326.0,
1753,Q9Z140,Q9Z140,CPNE6_MOUSE,Cpne6,Copine-6,22125.9,38379.8,
1754,P70336,P70336,ROCK2_MOUSE,Rock2,Rho-associated protein kinase 2,21447.8,37131.1,
1755,P46638;P62492,P46638;P62492,RB11A_MOUSE;RB11B_MOUSE,Rab11a;Rab11b,Ras-related protein Rab-11B,21641.0,37449.0,
1756,Q9CYT6,P40124;Q9CYT6,CAP2_MOUSE,Cap2,Adenylyl cyclase-associated protein 2,29217.6,50509.8,
1757,Q60597,Q60597,ODO1_MOUSE,Ogdh,2-oxoglutarate dehydrogenase complex component E1,60289.8,104167.0,
1758,P58252,P58252,EF2_MOUSE,Eef2,Elongation factor 2,85857.0,147847.0,
1759,Q9D8N0,Q9D8N0,EF1G_MOUSE,Eef1g,Elongation factor 1-gamma,110159.0,189422.0,
1760,Q02248,Q02248,CTNB1_MOUSE,Ctnnb1,Catenin beta-1,48856.7,83998.2,
1761,P70404,P70404,IDHG1_MOUSE,Idh3g,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",123800.0,212831.0,
1762,Q9Z110,Q9Z110,P5CS_MOUSE,Aldh18a1,Delta-1-pyrroline-5-carboxylate synthase,61262.7,105189.0,
1763,Q9ES28,Q9ES28,ARHG7_MOUSE,Arhgef7,Rho guanine nucleotide exchange factor 7,155307.0,266555.0,
1764,P04370,P04370,MBP_MOUSE,Mbp,Myelin basic protein,8160850.0,13997400.0,
1765,P21279,P21279,GNAQ_MOUSE,Gnaq,Guanine nucleotide-binding protein G(q) subunit alpha,98597.5,168777.0,
1766,P17751,P17751,TPIS_MOUSE,Tpi1,Triosephosphate isomerase,111734.0,190509.0,
1767,Q9Z2Y3,Q9Z2Y3,HOME1_MOUSE,Homer1,Homer protein homolog 1,42083.7,71557.2,
1768,Q3UNZ8,Q3UNZ8,QORL2_MOUSE,Cryzl2,Quinone oxidoreductase-like protein 2,29488.6,50096.5,
1769,Q61029,Q61029;Q61033,LAP2B_MOUSE,Tmpo,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma",23303.1,39582.6,
1770,Q00612,Q00612,G6PD1_MOUSE,G6pdx,Glucose-6-phosphate 1-dehydrogenase X,25712.4,43645.5,
1771,Q8K0T7,Q4KUS2;Q8K0T7;Q9Z1N9,UN13C_MOUSE,Unc13c,Protein unc-13 homolog C,17441.4,29558.8,
1772,Q9Z0R4,Q9Z0R4;Q9Z0R6,ITSN1_MOUSE,Itsn1,Intersectin-1,174323.0,295215.0,
1773,Q8R0S2,Q8R0S2,IQEC1_MOUSE,Iqsec1,IQ motif and SEC7 domain-containing protein 1,207479.0,351165.0,
1774,Q8VEM8,Q8VEM8,MPCP_MOUSE,Slc25a3,"Phosphate carrier protein, mitochondrial",1258190.0,2126980.0,
1775,Q99K28,Q99K28,ARFG2_MOUSE,Arfgap2,ADP-ribosylation factor GTPase-activating protein 2,10986.4,18545.9,
1776,Q5SSL4,Q5SSL4,ABR_MOUSE,Abr,Active breakpoint cluster region-related protein,119810.0,202153.0,
1777,P86048;Q6ZWV3,P86048;Q6ZWV3,RL10L_MOUSE;RL10_MOUSE,Rpl10;Rpl10l,60S ribosomal protein L10-like,217466.0,366874.0,
1778,Q80TL0,Q80TL0,PPM1E_MOUSE,Ppm1e,Protein phosphatase 1E,122651.0,206839.0,
1779,P20917,P20917,MAG_MOUSE,Mag,Myelin-associated glycoprotein,25519.3,43019.2,
1780,Q69ZK9;Q99K10,Q69ZK9;Q99K10,NLGN1_MOUSE;NLGN2_MOUSE,Nlgn1;Nlgn2,Neuroligin-2,20019.6,33682.0,
1781,Q8C8R3,Q8C8R3,ANK2_MOUSE,Ank2,Ankyrin-2,234634.0,394196.0,
1782,Q8C0P5,Q8C0P5,COR2A_MOUSE,Coro2a,Coronin-2A,23089.9,38762.3,
1783,Q9Z2D6,Q9Z2D6,MECP2_MOUSE,Mecp2,Methyl-CpG-binding protein 2,52278.8,87636.2,
1784,Q62433,Q62433,NDRG1_MOUSE,Ndrg1,Protein NDRG1,14617.5,24473.2,
1785,O08917,O08917,FLOT1_MOUSE,Flot1,Flotillin-1,28853.3,48286.0,
1786,Q7TQG1,Q7TQG1,PKHA6_MOUSE,Plekha6,Pleckstrin homology domain-containing family A member 6,49901.9,83437.7,
1787,A2ALS5,A2ALS5,RPGP1_MOUSE,Rap1gap,Rap1 GTPase-activating protein 1,114916.0,191960.0,
1788,Q8K0U4,Q8K0U4;Q9CZJ2,HS12A_MOUSE,Hspa12a,Heat shock 70 kDa protein 12A,321705.0,536985.0,
1789,Q8BH66,Q8BH66,ATLA1_MOUSE,Atl1,Atlastin-1,108577.0,180872.0,
1790,P20152,P20152,VIME_MOUSE,Vim,Vimentin,180627.0,300880.0,
1791,Q91WG7,Q91WG7,DGKG_MOUSE,Dgkg,Diacylglycerol kinase gamma,41347.8,68831.2,
1792,Q9DCL9,Q9DCL9,PUR6_MOUSE,Paics,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,22120.2,36811.9,
1793,Q61879,Q61879,MYH10_MOUSE,Myh10,Myosin-10,411599.0,684345.0,
1794,Q8BMJ2,Q8BMJ2,SYLC_MOUSE,Lars1,"Leucine--tRNA ligase, cytoplasmic",27677.2,45933.6,
1795,Q80WM4,Q80WM4,HPLN4_MOUSE,Hapln4,Hyaluronan and proteoglycan link protein 4,77956.6,129308.0,
1796,Q99PU5,Q99PU5,ACBG1_MOUSE,Acsbg1,Long-chain-fatty-acid--CoA ligase ACSBG1,67413.2,111809.0,
1797,Q9JKC6,Q9JKC6,CEND_MOUSE,Cend1,Cell cycle exit and neuronal differentiation protein 1,181725.0,300883.0,
1798,P13707,P13707,GPDA_MOUSE,Gpd1,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",85925.4,142265.0,
1799,Q9CR62,Q9CR62,M2OM_MOUSE,Slc25a11,Mitochondrial 2-oxoglutarate/malate carrier protein,304717.0,503686.0,
1800,Q9DAI2,Q9DAI2,IFT22_MOUSE,Ift22,Intraflagellar transport protein 22 homolog,32043.4,52907.4,
1801,Q9R1T4,Q9R1T4,SEPT6_MOUSE,Septin6,Septin-6,38212.2,63035.5,
1802,Q8BLY2,Q8BLY2,SYTC2_MOUSE,Tars3,"Threonine--tRNA ligase 2, cytoplasmic",17288.4,28509.1,
1803,Q0P678,Q0P678,ZCH18_MOUSE,Zc3h18,Zinc finger CCCH domain-containing protein 18,20940.9,34509.9,
1804,Q80U40,Q80U40,RIMB2_MOUSE,Rimbp2,RIMS-binding protein 2,50008.9,82403.1,
1805,O35098,O35098,DPYL4_MOUSE,Dpysl4,Dihydropyrimidinase-related protein 4,34134.0,56235.7,
1806,Q9JIH2,Q9JIH2,NUP50_MOUSE,Nup50,Nuclear pore complex protein Nup50,42472.8,69973.2,
1807,P10637,P10637,TAU_MOUSE,Mapt,Microtubule-associated protein tau,1051960.0,1731720.0,
1808,Q9QUI0,P62746;Q62159;Q9QUI0,RHOA_MOUSE,Rhoa,Transforming protein RhoA,38531.3,63357.7,
1809,Q61655,Q61655,DD19A_MOUSE,Ddx19a,ATP-dependent RNA helicase DDX19A,63474.9,104328.0,
1810,O70228,O70228,ATP9A_MOUSE,Atp9a,Probable phospholipid-transporting ATPase IIA,27784.7,45665.7,
1811,Q91YE6,Q91YE6,IPO9_MOUSE,Ipo9,Importin-9,81972.3,134704.0,
1812,P22723,P22723,GBRG2_MOUSE,Gabrg2,Gamma-aminobutyric acid receptor subunit gamma-2,24115.2,39603.2,
1813,Q6PH08,Q6PH08,ERC2_MOUSE,Erc2,ERC protein 2,57497.3,94396.8,
1814,Q3UHC7,Q3UHC7,DAB2P_MOUSE,Dab2ip,Disabled homolog 2-interacting protein,14833.6,24349.8,
1815,A2AQ25,A2AQ25,SKT_MOUSE,Skt,Sickle tail protein,89327.0,146570.0,
1816,Q61120,Q61120,SHC3_MOUSE,Shc3,SHC-transforming protein 3,38432.2,63036.7,
1817,Q6PAR5,Q6PAR5,GAPD1_MOUSE,Gapvd1,GTPase-activating protein and VPS9 domain-containing protein 1,53912.0,88368.0,
1818,P08113,P08113,ENPL_MOUSE,Hsp90b1,Endoplasmin,28358.6,46306.4,
1819,O08756,O08756,HCD2_MOUSE,Hsd17b10,3-hydroxyacyl-CoA dehydrogenase type-2,142551.0,232354.0,
1820,Q9DCJ7,Q9DCJ7,AKIP_MOUSE,Aurkaip1,Aurora kinase A-interacting protein,19900.1,32429.9,
1821,Q8VHJ5,Q8VHJ5,MARK1_MOUSE,Mark1,Serine/threonine-protein kinase MARK1,108085.0,176115.0,
1822,P15864;P43274;P43277,P15864;P43274;P43277;Q07133,H12_MOUSE;H13_MOUSE;H14_MOUSE,H1-2;H1-3;H1-4,Histone H1.2,26242.9,42722.7,
1823,Q9R0Y5,Q9R0Y5,KAD1_MOUSE,Ak1,Adenylate kinase isoenzyme 1,58366.0,94947.5,
1824,P28661,P28661,SEPT4_MOUSE,Septin4,Septin-4,127004.0,206434.0,
1825,P62812,P62812;Q8BHJ7,GBRA1_MOUSE,Gabra1,Gamma-aminobutyric acid receptor subunit alpha-1,128505.0,208589.0,
1826,Q9QWI6,Q9QWI6,SRCN1_MOUSE,Srcin1,SRC kinase signaling inhibitor 1,263615.0,427827.0,
1827,Q9Z2D3,Q9Z2D3,GSDME_MOUSE,Gsdme,Gasdermin-E,15430.7,25038.2,
1828,Q80UP3,Q80UP3,DGKZ_MOUSE,Dgkz,Diacylglycerol kinase zeta,12872.7,20877.6,
1829,Q9CYI4,Q9CYI4,LUC7L_MOUSE,Luc7l,Putative RNA-binding protein Luc7-like 1,15922.2,25814.5,
1830,Q3UTQ8,Q3UTQ8,CDKL5_MOUSE,Cdkl5,Cyclin-dependent kinase-like 5,13118.8,21229.6,
1831,Q8R0A7,Q8R0A7,K0513_MOUSE,Kiaa0513,Uncharacterized protein KIAA0513,19821.7,32069.6,
1832,Q9D2V7,Q9D2V7,CORO7_MOUSE,Coro7,Coronin-7,51707.8,83580.8,
1833,O54829,O54829;Q9Z2H2,RGS7_MOUSE,Rgs7,Regulator of G-protein signaling 7,46509.9,75029.0,
1834,P34884,P34884,MIF_MOUSE,Mif,Macrophage migration inhibitory factor,51890.7,83615.8,
1835,Q8BJH1,Q8BJH1,ZC21A_MOUSE,Zc2hc1a,Zinc finger C2HC domain-containing protein 1A,28233.3,45460.8,
1836,Q71LX4,Q71LX4,TLN2_MOUSE,Tln2,Talin-2,55274.4,88982.5,
1837,Q80Z38,Q80Z38,SHAN2_MOUSE,Shank2,SH3 and multiple ankyrin repeat domains protein 2,43385.6,69787.5,
1838,P23242,P23242,CXA1_MOUSE,Gja1,Gap junction alpha-1 protein,49654.9,79832.1,
1839,P47738,O35945;P24549;P47738;Q62148;Q9JHW9;Q9CZS1,ALDH2_MOUSE,Aldh2,"Aldehyde dehydrogenase, mitochondrial",21106.4,33807.5,
1840,Q99N57,Q99N57,RAF1_MOUSE,Raf1,RAF proto-oncogene serine/threonine-protein kinase,57893.8,92677.9,
1841,P26638,P26638,SYSC_MOUSE,Sars1,"Serine--tRNA ligase, cytoplasmic",40733.9,65162.6,
1842,P59648,P59648,FXYD7_MOUSE,Fxyd7,FXYD domain-containing ion transport regulator 7,17880.2,28597.6,
1843,P33173,P33173,KIF1A_MOUSE,Kif1a,Kinesin-like protein KIF1A,97062.7,155205.0,
1844,Q8BK64,Q8BK64,AHSA1_MOUSE,Ahsa1,Activator of 90 kDa heat shock protein ATPase homolog 1,220794.0,352837.0,
1845,P62259,P62259,1433E_MOUSE,Ywhae,14-3-3 protein epsilon,34142.1,54545.8,
1846,P97772,P97772,GRM1_MOUSE,Grm1,Metabotropic glutamate receptor 1,124235.0,197704.0,
1847,P68373,P05214;P68369;P68373;Q9JJZ2,TBA1C_MOUSE,Tuba1c,Tubulin alpha-1C chain,7605190.0,12098500.0,
1848,P15532,P15532;Q01768,NDKA_MOUSE,Nme1,Nucleoside diphosphate kinase A,72477.3,115235.0,
1849,P63001,P60764;P63001;Q05144,RAC1_MOUSE,Rac1,Ras-related C3 botulinum toxin substrate 1,82501.7,131077.0,
1850,P63318,P63318,KPCG_MOUSE,Prkcg,Protein kinase C gamma type,150408.0,238813.0,
1851,O08539,O08539,BIN1_MOUSE,Bin1,Myc box-dependent-interacting protein 1,347414.0,551067.0,
1852,P33175,P33175,KIF5A_MOUSE,Kif5a,Kinesin heavy chain isoform 5A,10300.3,16304.2,
1853,P68368,P05213;P68368;P68369;P68373;Q3UX10,TBA4A_MOUSE,Tuba4a,Tubulin alpha-4A chain,32942600.0,52107500.0,
1854,Q8BYI9,Q8BYI9,TENR_MOUSE,Tnr,Tenascin-R,19449.5,30630.3,
1855,Q8R191,Q8R191,SNG3_MOUSE,Syngr3,Synaptogyrin-3,624872.0,981662.0,
1856,Q63810,Q63810,CANB1_MOUSE,Ppp3r1,Calcineurin subunit B type 1,17669.6,27746.1,
1857,Q8BWF0,Q8BWF0,SSDH_MOUSE,Aldh5a1,"Succinate-semialdehyde dehydrogenase, mitochondrial",4402.74,6909.88,
1858,Q60598,Q60598,SRC8_MOUSE,Cttn,Src substrate cortactin,354562.0,556034.0,
1859,P68372,P68372;P99024;Q9D6F9,TBB4B_MOUSE,Tubb4b,Tubulin beta-4B chain,18442200.0,28913100.0,
1860,Q9CQQ7,Q9CQQ7,AT5F1_MOUSE,Atp5pb,"ATP synthase F(0) complex subunit B1, mitochondrial",74540.8,116691.0,
1861,P67984,P67984,RL22_MOUSE,Rpl22,60S ribosomal protein L22,53440.5,83535.8,
1862,E9Q401,E9Q401,RYR2_MOUSE,Ryr2,Ryanodine receptor 2,66860.1,104499.0,
1863,P62880,P62880,GBB2_MOUSE,Gnb2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,56908.5,88857.9,
1864,Q9WUA3,Q9WUA3,PFKAP_MOUSE,Pfkp,"ATP-dependent 6-phosphofructokinase, platelet type",50274.2,78435.4,
1865,Q66L44,Q66L44,CBARP_MOUSE,Cbarp,Voltage-dependent calcium channel beta subunit-associated regulatory protein,21683.5,33635.3,
1866,P61205;P84078,P84078;P61205,ARF1_MOUSE;ARF3_MOUSE,Arf1;Arf3,ADP-ribosylation factor 3,193524.0,300074.0,
1867,P28738,P28738;P33175;Q61768,KIF5C_MOUSE,Kif5c,Kinesin heavy chain isoform 5C,390444.0,604905.0,
1868,Q920P5,Q920P5,KAD5_MOUSE,Ak5,Adenylate kinase isoenzyme 5,41306.0,63905.7,
1869,O55106,O55106,STRN_MOUSE,Strn,Striatin,30166.2,46665.3,
1870,P63034,O08967;P63034;Q9QX11;Q80YW0,CYH2_MOUSE,Cyth2,Cytohesin-2,78167.6,120891.0,
1871,Q9WUM5,Q9WUM5,SUCA_MOUSE,Suclg1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",211525.0,326808.0,
1872,P60710;P63260,P60710;P63260,ACTB_MOUSE;ACTG_MOUSE,Actb;Actg1,"Actin, cytoplasmic 1",4675480.0,7221020.0,
1873,Q9JMH9,Q9JMH9,MY18A_MOUSE,Myo18a,Unconventional myosin-XVIIIa,34629.0,53351.2,
1874,P47708,P47708,RP3A_MOUSE,Rph3a,Rabphilin-3A,189068.0,291261.0,
1875,P11798,P11798,KCC2A_MOUSE,Camk2a,Calcium/calmodulin-dependent protein kinase type II subunit alpha,4361700.0,6715550.0,
1876,P26443,P26443,DHE3_MOUSE,Glud1,"Glutamate dehydrogenase 1, mitochondrial",81341.7,125013.0,
1877,G5E829,G5E829,AT2B1_MOUSE,Atp2b1,Plasma membrane calcium-transporting ATPase 1,86257.9,132085.0,
1878,Q8K400,Q8K400,STXB5_MOUSE,Stxbp5,Syntaxin-binding protein 5,7915.1,12103.9,
1879,P27546,P27546,MAP4_MOUSE,Map4,Microtubule-associated protein 4,196612.0,300338.0,
1880,Q60605,Q60605,MYL6_MOUSE,Myl6,Myosin light polypeptide 6,342836.0,522193.0,
1881,Q922R8,Q922R8,PDIA6_MOUSE,Pdia6,Protein disulfide-isomerase A6,40812.8,62113.2,
1882,Q62425,Q62425,NDUA4_MOUSE,Ndufa4,Cytochrome c oxidase subunit NDUFA4,2896750.0,4407390.0,
1883,Q9JJZ2,P05214;P68369;P68373;Q9JJZ2,TBA8_MOUSE,Tuba8,Tubulin alpha-8 chain,1192390.0,1812610.0,
1884,P35282,P35282,RAB21_MOUSE,Rab21,Ras-related protein Rab-21,49732.1,75531.8,
1885,Q6NS60,Q6NS60,FBX41_MOUSE,Fbxo41,F-box only protein 41,38880.2,59043.8,
1886,P14115,P14115,RL27A_MOUSE,Rpl27a,60S ribosomal protein L27a,175989.0,267058.0,
1887,P99024,P99024,TBB5_MOUSE,Tubb5,Tubulin beta-5 chain,7331540.0,11111500.0,
1888,Q64331,Q64331,MYO6_MOUSE,Myo6,Unconventional myosin-VI,148339.0,224402.0,
1889,P03995,P03995,GFAP_MOUSE,Gfap,Glial fibrillary acidic protein,304030.0,458938.0,
1890,Q64332,Q64332,SYN2_MOUSE,Syn2,Synapsin-2,238562.0,359726.0,
1891,P62245,P62245,RS15A_MOUSE,Rps15a,40S ribosomal protein S15a,134042.0,201867.0,
1892,Q8BH44,Q8BH44,COR2B_MOUSE,Coro2b,Coronin-2B,14054.8,21149.7,
1893,Q7TQD2,Q7TQD2,TPPP_MOUSE,Tppp,Tubulin polymerization-promoting protein,362491.0,544702.0,
1894,Q3THE2,Q3THE2;Q9CQ19,ML12B_MOUSE,Myl12b,Myosin regulatory light chain 12B,31117.9,46715.8,
1895,B9EJA2,B9EJA2,CTTB2_MOUSE,Cttnbp2,Cortactin-binding protein 2,58202.1,87282.4,
1896,Q4KMM3,Q4KMM3,OXR1_MOUSE,Oxr1,Oxidation resistance protein 1,29251.4,43819.4,
1897,Q9QXZ0,Q9QXZ0,MACF1_MOUSE,Macf1,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4",108146.0,161962.0,
1898,P62071,P62071,RRAS2_MOUSE,Rras2,Ras-related protein R-Ras2,31795.1,47492.2,
1899,Q99104,Q99104,MYO5A_MOUSE,Myo5a,Unconventional myosin-Va,700050.0,1043530.0,
1900,Q80TE7,Q80TE7,LRRC7_MOUSE,Lrrc7,Leucine-rich repeat-containing protein 7,41150.0,61291.1,
1901,Q9DBG7,Q9DBG7,SRPRA_MOUSE,Srpra,Signal recognition particle receptor subunit alpha,15714.8,23392.9,
1902,P59281,P59281,RHG39_MOUSE,Arhgap39,Rho GTPase-activating protein 39,41463.6,61622.8,
1903,Q80W47,Q80W47,WIPI2_MOUSE,Wipi2,WD repeat domain phosphoinositide-interacting protein 2,91081.1,135090.0,
1904,P49025,P49025,CTRO_MOUSE,Cit,Citron Rho-interacting kinase,64390.6,95350.9,
1905,Q8BPM0,Q8BPM0,DAAM1_MOUSE,Daam1,Disheveled-associated activator of morphogenesis 1,21923.3,32414.0,
1906,Q9CY64,Q9CY64,BIEA_MOUSE,Blvra,Biliverdin reductase A,51841.8,76524.7,
1907,Q9QYB5,Q9QYB5,ADDG_MOUSE,Add3,Gamma-adducin,13267.6,19543.1,
1908,Q9CPR4,Q9CPR4,RL17_MOUSE,Rpl17,60S ribosomal protein L17,95898.8,141249.0,
1909,Q3UX10,Q3UX10,TBAL3_MOUSE,Tubal3,Tubulin alpha chain-like 3,44146.1,64935.0,
1910,P48453,P48453,PP2BB_MOUSE,Ppp3cb,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform,171082.0,251601.0,
1911,Q7TMM9,Q7TMM9;Q9CWF2,TBB2A_MOUSE,Tubb2a,Tubulin beta-2A chain,10488700.0,15420400.0,
1912,Q5PR73,Q5PR73,DIRA2_MOUSE,Diras2,GTP-binding protein Di-Ras2,54175.6,79399.1,
1913,Q99KY4,Q99KY4,GAK_MOUSE,Gak,Cyclin-G-associated kinase,26962.8,39475.4,
1914,Q6PEB6,Q6PEB6,PHOCN_MOUSE,Mob4,MOB-like protein phocein,90486.4,132460.0,
1915,O35954,O35954,PITM1_MOUSE,Pitpnm1,Membrane-associated phosphatidylinositol transfer protein 1,64522.5,94410.3,
1916,Q6ZWR6,Q6ZWR6,SYNE1_MOUSE,Syne1,Nesprin-1,37102.9,54185.4,
1917,Q8CC88,Q8CC88,VWA8_MOUSE,Vwa8,von Willebrand factor A domain-containing protein 8,68688.1,100228.0,
1918,Q91VR2,Q91VR2,ATPG_MOUSE,Atp5f1c,"ATP synthase subunit gamma, mitochondrial",518291.0,755810.0,
1919,P60766,P60766,CDC42_MOUSE,Cdc42,Cell division control protein 42 homolog,17827.6,25983.8,
1920,P47857,P47857,PFKAM_MOUSE,Pfkm,"ATP-dependent 6-phosphofructokinase, muscle type",256253.0,373307.0,
1921,O70589,O70589,CSKP_MOUSE,Cask,Peripheral plasma membrane protein CASK,22635.3,32925.2,
1922,Q91VW5,Q91VW5,GOGA4_MOUSE,Golga4,Golgin subfamily A member 4,17702.6,25675.9,
1923,P18760,P18760;P45591,COF1_MOUSE,Cfl1,Cofilin-1,505594.0,733145.0,
1924,Q9WUB3,Q9WUB3,PYGM_MOUSE,Pygm,"Glycogen phosphorylase, muscle form",798754.0,1155280.0,
1925,B1AR13,B1AR13,CISD3_MOUSE,Cisd3,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial",60719.7,87652.2,
1926,Q9JKV1,Q9JKV1,ADRM1_MOUSE,Adrm1,Proteasomal ubiquitin receptor ADRM1,33317.4,48010.8,
1927,Q80ZJ1,P61226;Q80ZJ1;Q8BU31,RAP2A_MOUSE,Rap2a,Ras-related protein Rap-2a,124565.0,179292.0,
1928,P62821,P62821;Q9D1G1,RAB1A_MOUSE,Rab1A,Ras-related protein Rab-1A,92011.0,132434.0,
1929,Q9QXS6,Q9QXS6,DREB_MOUSE,Dbn1,Drebrin,62689.0,90084.2,
1930,Q80TL4,Q80TL4,PHF24_MOUSE,Phf24,PHD finger protein 24,8489.77,12195.3,
1931,Q9D051,Q9D051,ODPB_MOUSE,Pdhb,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",36113.9,51827.1,
1932,P08556;Q61411,P08556;Q61411,RASH_MOUSE;RASN_MOUSE,Hras;Nras,GTPase NRas,57691.4,82677.1,
1933,Q9R1V6,Q9R1V6,ADA22_MOUSE,Adam22,Disintegrin and metalloproteinase domain-containing protein 22,60866.4,87226.3,
1934,Q9ER73,Q9ER73,ELP4_MOUSE,Elp4,Elongator complex protein 4,13041.4,18686.4,
1935,Q8BYM5,Q8BYM5,NLGN3_MOUSE,Nlgn3,Neuroligin-3,67462.5,96457.9,
1936,Q9Z1Z2,Q9Z1Z2,STRAP_MOUSE,Strap,Serine-threonine kinase receptor-associated protein,81353.1,116318.0,
1937,Q8QZT1,Q8QZT1,THIL_MOUSE,Acat1,"Acetyl-CoA acetyltransferase, mitochondrial",52095.2,74361.2,
1938,Q9CQZ1,Q9CQZ1,HSBP1_MOUSE,Hsbp1,Heat shock factor-binding protein 1,62924.1,89817.0,
1939,Q3UNH4,Q3UNH4,GRIN1_MOUSE,Gprin1,G protein-regulated inducer of neurite outgrowth 1,211442.0,301619.0,
1940,Q9QZD8,Q9QZD8,DIC_MOUSE,Slc25a10,Mitochondrial dicarboxylate carrier,22042.9,31428.0,
1941,Q8BWS5,Q8BWS5,GRIN3_MOUSE,Gprin3,G protein-regulated inducer of neurite outgrowth 3,15532.0,22137.6,
1942,O08529,O08529,CAN2_MOUSE,Capn2,Calpain-2 catalytic subunit,21463.9,30545.6,
1943,P60202,P60202,MYPR_MOUSE,Plp1,Myelin proteolipid protein,3420510.0,4839120.0,
1944,Q9WUM3,Q9WUM3,COR1B_MOUSE,Coro1b,Coronin-1B,72755.5,102602.0,
1945,P60041,P60041,SMS_MOUSE,Sst,Somatostatin,30934.4,43613.4,
1946,Q9D1G1,Q9D1G1,RAB1B_MOUSE,Rab1b,Ras-related protein Rab-1B,24441.0,34431.5,
1947,Q3UHB8,Q3UHB8,CC177_MOUSE,Ccdc177,Coiled-coil domain-containing protein 177,133112.0,187376.0,
1948,P62830,P62830,RL23_MOUSE,Rpl23,60S ribosomal protein L23,232503.0,326970.0,
1949,O55022,O55022,PGRC1_MOUSE,Pgrmc1,Membrane-associated progesterone receptor component 1,33336.5,46792.3,
1950,Q923S9,Q923S9,RAB30_MOUSE,Rab30,Ras-related protein Rab-30,37348.2,52327.1,
1951,Q60875,Q60875,ARHG2_MOUSE,Arhgef2,Rho guanine nucleotide exchange factor 2,92385.7,129076.0,
1952,Q03141,Q03141,MARK3_MOUSE,Mark3,MAP/microtubule affinity-regulating kinase 3,14025.7,19576.5,
1953,Q2PFD7,Q2PFD7,PSD3_MOUSE,Psd3,PH and SEC7 domain-containing protein 3,10147.6,14160.2,
1954,Q04447,Q04447,KCRB_MOUSE,Ckb,Creatine kinase B-type,74444.2,103321.0,
